what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1291875742292
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1291875742306
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1291875742321
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1291875742333
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1291875742347
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1291875742352
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1291875742365
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1291875742380
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1291875742386
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1291875742423
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1291875742460
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1291875742467
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1291875742481
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1291875742490
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1291875742491
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1291875742527
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1291875742541
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1291875742546
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1291875742553
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1291875742566
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1291875742566
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1291875742582
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1291875742586
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1291875742599
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1291875742606
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1291875742620
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1291875742626
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1291875742635
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1291875742654
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1291875742668
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1291875742675
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1291875742690
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1291875742697
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1291875742711
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1291875742719
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1291875742736
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1291875742754
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1291875742790
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1291875742790
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1291875742814
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1291875742825
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1291875742840
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1291875742854
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1291875742859
os,sysinfo,,,"macosx",1291875742862
arch,sysinfo,,,"x86_64",1291875742862
ws,sysinfo,,,"cocoa",1291875742862
locale,sysinfo,,,"en_US",1291875742862
processors,sysinfo,,,"2",1291875742862
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1291875742862
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1291875742862
java.specification.name,sysinfo,,,"Java Platform API Specification",1291875742862
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291875742862
java.specification.version,sysinfo,,,"1.6",1291875742862
java.vendor,sysinfo,,,"Apple Inc.",1291875742862
java.version,sysinfo,,,"1.6.0_22",1291875742862
java.vm.info,sysinfo,,,"mixed mode",1291875742862
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1291875742862
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291875742862
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291875742862
java.vm.specification.version,sysinfo,,,"1.0",1291875742863
java.vm.vendor,sysinfo,,,"Apple Inc.",1291875742863
java.vm.version,sysinfo,,,"17.1-b03-307",1291875742863
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1291875743048
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1291875743114
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1291875751184
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1291875751213
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1291875751251
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1291875761765
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1291875761778
opened,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291875762017
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291875762075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1291875762077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291875773564
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291875783491
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291875801387
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1291875802347
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1291875802755
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1291875802780
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1291875802826
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1291913088347
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1291913088348
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1291913088349
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1291913088349
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1291913088350
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1291913088350
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1291913088351
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1291913088351
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1291913088352
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1291913088352
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1291913088353
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1291913088353
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1291913088354
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1291913088354
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1291913088355
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1291913088355
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1291913088356
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1291913088356
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1291913088357
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1291913088357
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1291913088358
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1291913088358
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1291913088359
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1291913088360
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1291913088360
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1291913088361
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1291913088362
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1291913088362
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1291913088363
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1291913088363
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1291913088364
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1291913088364
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1291913088365
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1291913088365
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1291913088366
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1291913088366
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1291913088367
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1291913088367
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1291913088370
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1291913088371
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1291913088371
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1291913088371
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1291913088372
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1291913088372
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1291913088372
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1291913088373
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1291913088373
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1291913088374
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1291913088375
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1291913088375
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1291913088376
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1291913088376
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1291913088377
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1291913088378
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1291913088378
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1291913088380
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1291913088380
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1291913088381
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1291913088381
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1291913088382
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1291913088383
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1291913088383
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1291913088384
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1291913088384
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1291913088385
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1291913088386
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1291913088386
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1291913088387
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1291913088387
os,sysinfo,,,"macosx",1291913088390
arch,sysinfo,,,"x86_64",1291913088390
ws,sysinfo,,,"cocoa",1291913088390
locale,sysinfo,,,"en_US",1291913088390
processors,sysinfo,,,"2",1291913088390
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1291913088390
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1291913088390
java.specification.name,sysinfo,,,"Java Platform API Specification",1291913088390
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291913088390
java.specification.version,sysinfo,,,"1.6",1291913088390
java.vendor,sysinfo,,,"Apple Inc.",1291913088390
java.version,sysinfo,,,"1.6.0_22",1291913088390
java.vm.info,sysinfo,,,"mixed mode",1291913088390
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1291913088390
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291913088390
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291913088390
java.vm.specification.version,sysinfo,,,"1.0",1291913088390
java.vm.vendor,sysinfo,,,"Apple Inc.",1291913088390
java.vm.version,sysinfo,,,"17.1-b03-307",1291913088390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913096827
started,bundle,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms",1291913098464
started,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1291913098476
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1291913098620
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1291913098621
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913112786
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913118871
error,log,,,"Unable to read /Users/joshualeonard/Creative/AndroidDevelopment/DevEnvironment/android-sdk-mac_x86/AndroidManifest.xml: java.io.FileNotFoundException: /Users/joshualeonard/Creative/AndroidDevelopment/DevEnvironment/android-sdk-mac_x86/AndroidManifest.xml (No such file or directory)",1291913120753
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291913120781
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291913120802
error,log,,,"Unable to read /Users/joshualeonard/Creative/AndroidDevelopment/DevEnvironment/android-sdk-mac_x86/AndroidManifest.xml: java.io.FileNotFoundException: /Users/joshualeonard/Creative/AndroidDevelopment/DevEnvironment/android-sdk-mac_x86/AndroidManifest.xml (No such file or directory)",1291913120807
error,log,,,"Failed to load properties file for project 'AndroidToDoList'",1291913136829
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1291913136904
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1291913136961
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1291913137450
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913137530
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291913137553
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913154911
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913163346
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1291913169940
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1291913170285
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1291913179411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913191222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913192650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913195621
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913227904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913227960
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913227960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913245393
error,log,,,"loadAndParseRClass: failed to find manifest package for project AndroidToDoList",1291913262138
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913262180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913262308
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913262308
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913266533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913280983
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913281031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913281031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913288691
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913303926
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913303968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1291913303968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913318110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913320216
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1291913320255
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1291913325158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913325270
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913327021
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291913328167
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291913337020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913340398
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913408250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913411509
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1291913416151
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1291913417786
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1291913420419
started,bundle,org.eclipse.wst.validation.ui,1.2.204.v201004150700,"org.eclipse.wst.validation.ui",1291913420422
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1291913420476
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1291913420500
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1291913420880
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1291913427479
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1291913427491
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1291913427525
